,Name,Year,Transmission,Owner_Type,Engine (CC),Power (bhp),Price
4470,364,2013.0,1,0,1498.0,98.6,3.3
4471,34,2009.0,0,2,2967.0,241.38,8.08
4472,1207,2017.0,1,0,998.0,67.04,4.5
4473,490,2014.0,1,0,1498.0,98.6,6.5
4474,400,2006.0,0,2,2354.0,152,3.9
4475,637,2013.0,1,0,1591.0,121.3,5.25
4476,582,2014.0,0,0,2199.0,194.3,17.0
4477,708,2012.0,0,0,1197.0,78.9,3.5
4478,338,2008.0,1,2,1399.0,68,3.0
4479,704,2015.0,1,2,1197.0,78.9,4.87
4480,672,2014.0,1,0,1120.0,71,6.0
4481,1554,2015.0,0,0,1968.0,174.5,15.5
4482,279,2008.0,1,2,1388.0,68,1.6
4483,997,2017.0,0,0,1197.0,83.1,7.25
4484,1481,2010.0,1,2,1896.0,105,3.25
4485,1838,2012.0,1,0,1498.0,108.5,3.4
4486,59,2014.0,0,0,2967.0,241.4,30.5
4487,664,2016.0,1,0,1591.0,121.3,7.97
4488,1307,2015.0,0,0,2143.0,170,13.51
4489,367,2015.0,1,0,1498.0,98.6,5.43
4490,280,2010.0,1,0,1388.0,68,2.6
4491,762,2013.0,1,0,1197.0,82.9,4.45
4492,956,2017.0,1,0,796.0,47.3,2.75
4493,116,2010.0,0,0,2996.0,258,8.75
4494,214,2015.0,1,2,1368.0,88.7,5.41
4495,1041,2018.0,0,0,1248.0,73.75,8.55
4496,921,2014.0,1,0,2179.0,140,8.25
4497,1874,2014.0,0,0,2400.0,200,23.58
4498,706,2014.0,1,0,1197.0,78.9,4.49
4499,1731,2010.0,1,0,2982.0,171,12.99
4500,1625,2016.0,0,0,624.0,37.48,2.8
4501,1462,2016.0,1,0,1461.0,241.4,8.43
4502,58,2015.0,0,0,2967.0,241.4,47.5
4503,446,2016.0,0,0,1497.0,117.3,8.95
4504,1432,2013.0,1,2,1461.0,108.45,5.5
4505,368,2014.0,1,0,1198.0,86.7,4.75
4506,369,2016.0,1,0,1198.0,86.7,4.75
4507,86,2009.0,0,2,1995.0,154,9.5
4508,1088,2011.0,1,0,1248.0,73.94,3.77
4509,419,2012.0,1,2,1497.0,118,4.25
4510,85,2014.0,0,0,1995.0,184,19.9
4511,1800,2009.0,1,0,1896.0,105,4.0
4512,1131,2013.0,1,0,1197.0,85.8,4.16
4513,778,2015.0,0,2,2179.0,187.7,38.0
4514,676,2016.0,0,0,1197.0,82,6.34
4515,1746,2009.0,1,0,2494.0,102,4.5
4516,1051,2016.0,1,0,1196.0,73,3.75
4517,23,2012.0,0,2,1968.0,140.8,10.2
4518,1746,2007.0,1,0,2494.0,102,5.0
4519,1073,2008.0,1,0,1995.0,163.5,3.95
4520,1840,2016.0,1,0,1498.0,103.2,9.75
4521,544,2018.0,1,0,1197.0,81.86,7.93
4522,297,2011.0,1,0,1399.0,67,2.1
4523,1369,2015.0,1,0,2477.0,175.56,16.42
4524,581,2011.0,1,2,2199.0,194.3,8.9
4525,924,2012.0,1,0,2179.0,140,7.21
4526,1760,2015.0,1,0,2494.0,102,13.5
4527,1294,2016.0,0,0,2987.0,254.79,65.0
4528,871,2014.0,1,0,2179.0,120,7.4
4529,418,2014.0,0,0,1497.0,118,5.15
4530,1280,2013.0,0,0,2987.0,224,32.0
4531,419,2011.0,1,0,1497.0,118,3.25
4532,1209,2017.0,0,0,998.0,67,3.95
4533,1598,2013.0,1,2,1193.0,65,1.5
4534,730,2010.0,1,2,1197.0,80,3.0
4535,481,2010.0,1,0,1198.0,90,1.99
4536,949,2010.0,1,0,998.0,66.1,1.35
4537,78,2009.0,0,0,1995.0,181,13.5
4538,1557,2010.0,1,0,1968.0,138.08,6.99
4539,1411,2013.0,1,0,1461.0,108.5,8.5
4540,1823,2010.0,1,2,1199.0,73.9,2.89
4541,74,2011.0,0,0,1995.0,190,10.5
4542,1390,2013.0,1,0,1498.0,97.7,3.97
4543,966,2017.0,0,0,998.0,67.1,4.25
4544,1097,2016.0,1,0,1197.0,85.8,6.17
4545,57,2016.0,0,0,1968.0,174.3,38.72
4546,652,2013.0,1,0,1493.0,110,6.5
4547,367,2013.0,1,2,1498.0,98.6,4.25
4548,436,2014.0,1,0,1498.0,98.6,4.75
4549,1740,2014.0,0,0,2755.0,174.5,17.71
4550,1840,2015.0,1,0,1498.0,103.2,5.85
4551,109,2011.0,0,0,1995.0,190,17.27
4552,83,2007.0,0,0,1995.0,181,9.25
4553,520,2017.0,0,0,1591.0,121.3,12.75
4554,93,2016.0,0,2,1995.0,190,27.0
4555,1319,2013.0,0,2,2143.0,167.62,21.0
4556,1135,2017.0,1,0,1248.0,74,7.95
4557,1009,2015.0,1,2,998.0,67.04,4.5
4558,77,2017.0,0,0,1995.0,187.74,33.75
4559,64,2010.0,0,0,4134.0,335.2,17.51
4560,486,2017.0,1,0,1199.0,88.7,6.8
4561,1617,2014.0,1,0,624.0,37.48,1.68
4562,952,2016.0,1,0,796.0,47.3,2.9
4563,1207,2014.0,1,0,998.0,67.04,3.16
4564,667,2014.0,1,0,1120.0,71,3.9
4565,170,2010.0,1,2,1199.0,76.8,1.95
4566,779,2015.0,0,0,2179.0,187.7,26.52
4567,1812,2010.0,0,0,1968.0,167.7,9.0
4568,751,2012.0,1,0,1396.0,88.76,4.5
4569,1363,2008.0,1,0,2835.0,107.2,8.75
4570,1184,2018.0,0,0,1248.0,88.5,11.5
4571,961,2016.0,1,0,998.0,67.1,3.0
4572,532,2015.0,1,0,814.0,55.2,3.79
4573,1029,2015.0,1,0,1248.0,88.5,6.0
4574,512,2016.0,1,0,1582.0,126.2,13.25
4575,1547,2012.0,0,0,1968.0,138.1,8.0
4576,1821,2015.0,1,0,1498.0,88.8,5.8
4577,110,2012.0,0,3,2494.0,100.6,13.85
4578,1761,2013.0,1,2,2494.0,100.6,13.5
4579,1257,2014.0,0,0,2143.0,203,25.0
4580,1821,2016.0,1,0,1498.0,88.8,5.49
4581,40,2013.0,0,0,1968.0,150,19.0
4582,714,2011.0,1,0,1197.0,80,2.5
4583,705,2015.0,1,2,1086.0,68.05,3.0
4584,1653,2018.0,1,0,1047.0,69,6.64
4585,528,2017.0,1,0,814.0,55.2,3.21
4586,597,2009.0,1,2,1086.0,62.1,1.55
4587,597,2011.0,1,0,1086.0,62.1,2.59
4588,888,2008.0,1,2,2609.0,120,4.0
4589,458,2010.0,1,0,1497.0,117.3,3.87
4590,1182,2017.0,1,0,1248.0,88.5,9.75
4591,22,2019.0,0,0,1968.0,174.33,32.91
4592,1257,2011.0,0,2,2143.0,203,16.75
4593,462,2007.0,1,0,1799.0,130,1.9
4594,759,2017.0,1,0,1197.0,81.83,6.59
4595,47,2017.0,0,0,1968.0,174.33,31.93
4596,438,2014.0,1,0,1498.0,98.6,7.25
4597,693,2008.0,1,0,1086.0,68.05,1.9
4598,1160,2015.0,1,0,1248.0,74,3.55
4599,269,2012.0,0,0,1299.0,153.86,9.25
4600,340,2009.0,1,0,1299.0,70,1.65
4601,134,2019.0,0,0,1995.0,190,36.64
4602,1256,2011.0,0,2,2143.0,203,16.0
4603,1049,2019.0,1,0,1196.0,73,5.38
4604,485,2011.0,1,0,1498.0,98.6,3.15
4605,367,2014.0,1,0,1498.0,98.6,4.35
4606,1229,2006.0,1,2,993.0,60,1.2
4607,758,2013.0,1,2,1197.0,80,4.1
4608,147,2009.0,0,0,2993.0,235,18.75
4609,512,2017.0,1,0,1582.0,126.2,13.78
4610,1129,2016.0,1,0,1248.0,74,4.0
4611,1159,2013.0,1,0,1248.0,74,4.33
4612,553,2015.0,1,0,1186.0,73.97,5.43
4613,318,2016.0,1,0,1196.0,86.8,4.9
4614,148,2017.0,0,0,2993.0,258,70.0
4615,1321,2016.0,0,0,2143.0,167.62,25.5
4616,563,2015.0,0,0,1197.0,82,5.1
4617,635,2013.0,1,0,1582.0,126.32,6.7
4618,113,2013.0,0,0,2993.0,218,26.5
4619,1379,2013.0,1,0,1461.0,63.1,3.9
4620,1115,2010.0,1,2,1586.0,103.3,2.7
4621,1609,2011.0,1,0,1248.0,88.8,2.95
4622,11,2015.0,0,0,1968.0,140,23.0
4623,1156,2009.0,1,2,1248.0,75,2.49
4624,1149,2015.0,1,0,1248.0,74,4.5
4625,1691,2011.0,1,0,1364.0,87.2,4.5
4626,480,2015.0,1,0,1498.0,98.6,6.9
4627,120,2010.0,0,0,4395.0,450,20.72
4628,1472,2010.0,1,0,1198.0,73.9,2.21
4629,229,2001.0,1,3,1242.0,187.74,0.55
4630,805,2011.0,0,2,2179.0,187.74,13.9
4631,295,2010.0,1,0,1596.0,101,1.46
4632,654,2012.0,0,0,1582.0,126.32,6.0
4633,1453,2016.0,1,0,999.0,67,3.0
4634,1581,2012.0,1,0,1248.0,88.8,3.5
4635,742,2018.0,1,0,1396.0,88.73,7.59
4636,1116,2009.0,1,2,1586.0,104.68,1.99
4637,1459,2016.0,1,0,799.0,53.3,3.8
4638,935,2013.0,1,0,2498.0,112,4.0
4639,526,2013.0,1,2,814.0,55.2,2.95
4640,378,2013.0,1,0,1498.0,98.6,3.75
4641,1824,2010.0,1,0,1199.0,73.9,2.5
4642,423,2011.0,1,0,1497.0,118,3.75
4643,1733,2015.0,0,0,2982.0,168.5,22.0
4644,360,2017.0,1,0,1198.0,86.7,6.14
4645,70,2015.0,0,0,1995.0,143,16.0
4646,1005,2014.0,0,0,998.0,67.04,3.75
4647,1754,2015.0,1,0,2494.0,100.6,11.75
4648,779,2013.0,0,2,2179.0,187.7,24.0
4649,499,2017.0,1,0,1199.0,88.7,8.9
4650,135,2012.0,0,3,1995.0,184,10.0
4651,1522,2014.0,0,0,1598.0,103.5,5.55
4652,1843,2012.0,1,0,1598.0,103.5,3.59
4653,248,2019.0,1,0,1498.0,98.59,11.13
4654,921,2012.0,1,0,2179.0,140,7.2
4655,298,2014.0,1,0,1388.0,67,2.98
4656,597,2010.0,1,2,1086.0,62.1,1.7
4657,1280,2015.0,0,0,2987.0,224,52.0
4658,971,2003.0,1,0,796.0,46.3,0.95
4659,452,2016.0,1,0,1497.0,117.3,9.25
4660,578,2014.0,0,0,2199.0,194.3,16.25
4661,1283,2015.0,0,0,2143.0,136,20.99
4662,1751,2005.0,1,2,2494.0,102,4.25
4663,83,2008.0,0,2,1995.0,181,7.2
4664,1174,2011.0,1,0,1197.0,85.8,4.4
4665,1855,2011.0,1,2,1598.0,103.6,4.25
4666,1061,2012.0,1,0,1373.0,93.7,5.35
4667,563,2016.0,0,2,1197.0,82,6.3
4668,511,2017.0,1,0,1582.0,126.2,12.5
4669,34,2008.0,0,2,2967.0,241.38,7.5
4670,923,2016.0,1,0,1997.0,140,11.25
4671,250,2016.0,0,0,1499.0,110.4,7.65
4672,667,2016.0,1,0,1120.0,71,4.5
4673,1839,2014.0,0,0,1498.0,103.2,7.5
4674,1338,2004.0,0,0,2987.0,210,7.1
4675,694,2010.0,1,0,1197.0,78.9,2.25
4676,22,2015.0,0,0,1968.0,174.33,27.0
4677,765,2012.0,1,2,1396.0,88.76,4.18
4678,621,2013.0,1,0,1396.0,88.7,6.5
4679,423,2010.0,1,0,1497.0,118,3.15
4680,1059,2016.0,1,0,1248.0,88.5,7.64
4681,971,2011.0,1,0,796.0,46.3,2.4
4682,1186,2016.0,0,0,998.0,67,4.25
4683,627,2016.0,1,0,1582.0,126.2,9.31
4684,972,2011.0,1,0,796.0,46.3,2.39
4685,1843,2018.0,1,2,1598.0,103.5,7.64
4686,995,2016.0,1,0,1197.0,83.1,6.21
4687,810,2012.0,0,0,2179.0,115,16.5
4688,398,2011.0,0,0,1997.0,153.86,8.22
4689,1729,2017.0,1,0,2755.0,174.5,28.85
4690,427,2015.0,0,0,1497.0,116.3,8.5
4691,1343,2014.0,0,2,5461.0,421,90.0
4692,458,2015.0,1,0,1497.0,117.3,6.51
4693,1159,2013.0,1,0,1248.0,74,4.65
4694,1685,2013.0,0,0,1794.0,138.1,8.4
4695,1708,2014.0,1,0,1364.0,67.06,5.75
4696,1191,2006.0,1,0,998.0,67.1,1.11
4697,225,2017.0,1,0,1991.0,184,3.93
4698,1260,2014.0,0,0,1991.0,184,17.25
4699,781,2012.0,0,0,2179.0,187.7,32.0
4700,771,2011.0,1,0,1197.0,80,3.45
4701,807,2014.0,0,2,2179.0,147.51,23.0
4702,545,2018.0,1,0,1197.0,81.86,7.32
4703,369,2014.0,1,0,1198.0,86.7,4.4
4704,1299,2015.0,0,0,2987.0,165,47.35
4705,958,2016.0,1,0,796.0,47.3,4.12
4706,1779,2016.0,0,0,2755.0,171.5,19.5
4707,563,2016.0,0,0,1197.0,82,6.2
4708,145,2016.0,0,0,2993.0,258,45.0
4709,940,1998.0,1,2,970.0,80,0.85
4710,758,2010.0,1,2,1197.0,80,2.8
4711,563,2015.0,0,0,1197.0,82,4.8
4712,599,2003.0,1,2,1498.0,89.75,0.9
4713,291,2014.0,1,0,1498.0,89.75,5.65
4714,1265,2011.0,1,2,2148.0,74,14.5
4715,1135,2015.0,1,0,1248.0,74,5.9
4716,1727,2015.0,1,2,1364.0,67.04,5.0
4717,677,2015.0,1,0,1197.0,82,4.9
4718,464,2009.0,1,0,1799.0,130,4.25
4719,1754,2014.0,1,0,2494.0,100.6,10.9
4720,503,2012.0,1,0,1495.0,94,2.45
4721,956,2013.0,1,0,796.0,47.3,2.5
4722,1341,2010.0,0,0,5461.0,387.3,29.5
4723,258,2013.0,1,2,1498.0,89.84,5.75
4724,683,2018.0,1,0,1197.0,81.86,5.0
4725,1520,2014.0,0,0,1598.0,103.6,4.62
4726,44,2016.0,0,0,1968.0,174.33,23.5
4727,924,2013.0,1,0,2179.0,140,7.25
4728,664,2019.0,1,0,1591.0,121.3,11.88
4729,666,2009.0,1,3,1599.0,103.2,2.25
4730,343,2003.0,1,2,1597.0,92,0.85
4731,1374,2018.0,1,0,1198.0,67.04,4.0
4732,396,2016.0,0,0,1198.0,86.8,5.1
4733,1752,2014.0,1,0,2494.0,100.6,12.5
4734,1840,2011.0,1,0,1498.0,108.5,2.9
4735,918,2016.0,1,0,2179.0,140,15.96
4736,676,2015.0,0,0,1197.0,82,5.45
4737,266,2017.0,1,0,2198.0,157.7,23.86
4738,198,2008.0,1,0,995.0,62,1.75
4739,1057,2017.0,1,0,1248.0,88.5,9.75
4740,367,2013.0,1,0,1498.0,98.6,4.75
4741,448,2014.0,1,0,1497.0,117.3,6.25
4742,1351,2014.0,0,2,1998.0,112,22.0
4743,1685,2016.0,0,0,1794.0,138.1,14.14
4744,604,2005.0,1,0,1086.0,157.75,0.95
4745,1548,2014.0,0,0,1798.0,157.75,11.95
4746,1197,2011.0,1,0,998.0,67.1,2.5
4747,692,2013.0,1,0,1086.0,68.05,2.75
4748,1648,2019.0,1,0,1199.0,84,5.85
4749,995,2016.0,1,0,1197.0,83.1,6.25
4750,1844,2014.0,1,0,1598.0,103.2,4.95
4751,562,2017.0,1,0,1197.0,81.86,4.75
4752,326,2013.0,1,0,1399.0,68.05,2.55
4753,468,2011.0,0,2,1799.0,130.3,4.5
4754,956,2015.0,1,0,796.0,47.3,3.01
4755,818,2016.0,0,0,1999.0,177,42.0
4756,25,2010.0,0,0,2698.0,179.5,11.5
4757,1269,2006.0,0,0,2987.0,198.5,10.99
4758,421,2009.0,0,0,1497.0,118,3.71
4759,400,2006.0,0,3,2354.0,152,2.0
4760,1016,2018.0,1,0,1248.0,88.5,9.48
4761,1196,2004.0,1,2,998.0,67.1,1.25
4762,512,2015.0,1,0,1582.0,126.2,10.9
4763,1029,2015.0,1,0,1248.0,88.5,5.5
4764,526,2016.0,1,0,814.0,55.2,3.71
4765,1061,2014.0,1,0,1373.0,93.7,6.25
4766,1848,2012.0,1,0,1598.0,103.6,4.9
4767,417,2005.0,1,2,1493.0,100,1.1
4768,1834,2016.0,1,0,1198.0,73.9,4.72
4769,951,2017.0,1,0,796.0,40.3,3.7
4770,1282,2016.0,0,0,2143.0,136,24.85
4771,580,2013.0,1,0,2199.0,194.3,12.25
4772,1159,2014.0,1,0,1248.0,74,3.9
4773,546,2017.0,1,0,1197.0,81.86,6.28
4774,938,2011.0,1,0,2498.0,112,2.75
4775,565,2017.0,1,0,1197.0,82,7.85
4776,1855,2011.0,1,0,1598.0,103.6,2.95
4777,346,2008.0,0,2,2354.0,177.6,4.85
4778,1340,2011.0,0,2,2925.0,281.61,30.0
4779,1240,2016.0,0,0,2143.0,107.3,19.9
4780,516,2016.0,1,0,1582.0,126.2,10.8
4781,969,2007.0,1,0,796.0,46.3,1.75
4782,2,2016.0,0,0,1968.0,143,19.25
4783,1440,2013.0,1,0,1461.0,83.8,5.5
4784,290,2009.0,1,0,1399.0,68,2.75
4785,518,2015.0,1,0,1582.0,126.2,13.0
4786,330,2011.0,1,0,1399.0,68,3.2
4787,1833,2013.0,1,0,1598.0,103.5,5.84
4788,1869,2015.0,0,2,1969.0,150,24.0
4789,654,2012.0,0,0,1582.0,126.32,6.25
4790,122,2009.0,0,0,2993.0,258,36.0
4791,1358,2003.0,1,3,1998.0,68,3.0
4792,1731,2010.0,1,0,2982.0,171,11.0
4793,1028,2015.0,1,0,1248.0,88.5,6.5
4794,1181,2018.0,1,0,1248.0,88.5,9.4
4795,93,2018.0,0,0,1995.0,190,37.92
4796,1856,2013.0,0,0,1598.0,103.6,5.25
4797,710,2011.0,1,0,1197.0,80,4.5
4798,147,2009.0,0,0,2993.0,235,18.0
4799,678,2015.0,1,0,1197.0,82,5.56
4800,1255,2013.0,0,0,2143.0,203,22.0
4801,807,2011.0,0,0,2179.0,147.51,22.0
4802,694,2011.0,1,0,1197.0,78.9,2.65
4803,635,2013.0,1,2,1582.0,126.32,5.85
4804,1805,2012.0,1,0,1968.0,138.1,6.95
4805,924,2012.0,1,0,2179.0,140,6.5
4806,1080,2004.0,1,3,796.0,35,0.85
4807,1553,2013.0,0,2,1798.0,177.46,7.25
4808,1159,2012.0,1,0,1248.0,74,4.5
4809,868,2010.0,1,0,2179.0,120,4.25
4810,1285,2016.0,0,0,1991.0,183,26.0
4811,907,2017.0,1,0,2498.0,105,9.66
4812,1434,2013.0,1,2,1461.0,108.45,6.85
4813,51,2013.0,0,0,1968.0,167.6,23.68
4814,807,2013.0,0,2,2179.0,147.51,15.75
4815,1847,2012.0,1,3,1598.0,103.6,3.5
4816,100,2006.0,0,2,2979.0,306,6.99
4817,539,2019.0,1,0,1582.0,126.2,15.57
4818,1645,2015.0,1,0,2956.0,83.8,5.29
4819,208,2016.0,1,0,799.0,53.64,2.25
4820,149,2009.0,0,0,2993.0,245,20.0
4821,117,2011.0,0,0,4395.0,450,47.5
4822,975,2002.0,1,2,1061.0,47,1.22
4823,1831,2012.0,1,0,1198.0,73.9,3.65
4824,202,2016.0,1,0,1198.0,67,3.1
4825,522,2016.0,1,0,1591.0,121.3,11.5
4826,965,2015.0,1,0,998.0,67.1,3.46
4827,581,2013.0,1,0,2199.0,194.3,8.38
4828,1827,2014.0,1,0,1598.0,103.6,4.8
4829,367,2014.0,1,2,1498.0,98.6,4.5
4830,1068,2004.0,1,0,1298.0,74,0.8
4831,1159,2014.0,1,0,1248.0,74,3.95
4832,1534,2012.0,1,0,1598.0,103.5,3.65
4833,1269,2005.0,0,0,2987.0,198.5,10.0
4834,887,2011.0,1,2,2179.0,120,4.0
4835,1388,2012.0,1,0,1461.0,84.8,4.75
4836,1140,2009.0,1,2,1298.0,85.8,3.1
4837,533,2017.0,1,0,814.0,55.2,3.61
4838,391,2015.0,1,0,1198.0,86.8,4.29
4839,1387,2011.0,1,0,1198.0,75,2.13
4840,971,2008.0,1,0,796.0,46.3,1.1
4841,74,2011.0,0,0,1995.0,190,13.95
4842,1817,2014.0,1,0,1198.0,74,5.35
4843,1001,2014.0,1,0,998.0,67.04,3.9
4844,1208,2014.0,1,0,1197.0,81.8,2.8
4845,1032,2016.0,1,0,1248.0,88.5,8.75
4846,7,2013.0,0,0,1968.0,147.51,19.5
4847,391,2013.0,1,0,1198.0,86.8,2.75
4848,893,2013.0,0,0,2179.0,120,8.0
4849,437,2014.0,1,0,1498.0,98.6,5.7
4850,135,2012.0,0,0,1995.0,184,12.5
4851,198,2011.0,1,2,995.0,62,1.75
4852,326,2010.0,1,2,1399.0,68,1.9
4853,1168,2015.0,1,0,1197.0,81.8,4.5
4854,1318,2015.0,0,0,2143.0,170,30.3
4855,1504,2014.0,0,0,1968.0,141,16.0
4856,144,2017.0,0,0,1995.0,190,32.78
4857,529,2015.0,1,0,1968.0,55.2,2.5
4858,21,2017.0,0,0,1968.0,187.74,43.0
4859,308,2017.0,1,0,1196.0,86.8,5.38
4860,960,2013.0,1,0,998.0,67.1,2.65
4861,954,2017.0,1,0,796.0,47.3,3.3
4862,1323,2015.0,0,0,2143.0,167.62,34.0
4863,584,2001.0,1,3,1086.0,68,0.7
4864,668,2017.0,1,0,1120.0,71,6.83
4865,367,2016.0,1,0,1498.0,98.6,5.77
4866,1171,2008.0,1,2,1248.0,75,3.1
4867,1816,2017.0,1,0,1199.0,74,4.95
4868,8,2013.0,0,0,1968.0,174.33,16.25
4869,816,2012.0,0,0,4367.0,308,52.54
4870,924,2011.0,1,3,2179.0,140,6.4
4871,267,2011.0,1,3,2499.0,141,6.95
4872,1576,2008.0,1,0,1396.0,53.5,0.85
4873,976,2016.0,1,0,1197.0,83.1,6.95
4874,667,2017.0,1,0,1120.0,71,3.45
4875,464,2008.0,1,0,1799.0,130,2.75
4876,769,2015.0,1,2,1197.0,81.83,4.95
4877,1634,2018.0,1,0,1198.0,108.5,9.62
4878,764,2016.0,1,0,1197.0,85.8,6.79
4879,1145,2014.0,1,0,1197.0,85.8,4.5
4880,1196,2014.0,1,0,998.0,67.04,3.01
4881,765,2012.0,1,0,1396.0,88.76,4.4
4882,1733,2012.0,0,0,2982.0,168.5,17.49
4883,704,2014.0,1,0,1197.0,78.9,4.66
4884,564,2015.0,1,0,1197.0,82,5.5
4885,750,2016.0,1,0,1197.0,81.83,6.0
4886,602,2007.0,0,0,1086.0,88.5,2.4
4887,1183,2018.0,1,0,1248.0,88.5,10.19
4888,367,2016.0,1,0,1498.0,98.6,5.25
4889,1297,2014.0,0,0,2143.0,203.2,45.0
4890,767,2010.0,1,0,1396.0,90,2.7
4891,691,2013.0,1,0,1086.0,68.05,3.39
4892,1135,2014.0,1,0,1248.0,74,5.69
4893,156,2018.0,0,0,2979.0,306,58.54
4894,981,2017.0,1,0,1248.0,74,8.4
4895,165,2012.0,1,0,936.0,57.6,2.5
4896,394,2012.0,1,0,1198.0,86.8,3.25
4897,329,2014.0,1,2,1399.0,68.05,3.25
4898,1005,2016.0,0,0,998.0,67.04,4.25
4899,1322,2014.0,0,0,2143.0,170,18.5
4900,603,2007.0,0,0,1086.0,86.8,2.4
4901,391,2015.0,1,0,1198.0,86.8,4.25
4902,980,2018.0,0,0,1197.0,83.1,8.85
4903,533,2014.0,1,0,814.0,55.2,4.14
4904,1781,2011.0,0,0,1798.0,73,12.75
4905,726,2015.0,1,0,1396.0,90,7.0
4906,270,2018.0,0,0,3198.0,197,33.0
4907,460,2017.0,1,0,1497.0,117.3,10.0
4908,1112,2012.0,1,2,1248.0,88.8,3.53
4909,187,2007.0,1,0,1598.0,102.5,1.35
4910,1848,2013.0,1,0,1598.0,103.6,4.5
4911,428,2012.0,1,0,1497.0,116.3,4.9
4912,512,2016.0,1,0,1582.0,126.2,12.26
4913,671,2014.0,1,2,1120.0,71,3.99
4914,1290,2017.0,0,0,2143.0,170,46.95
4915,326,2015.0,1,0,1399.0,68,3.8
4916,1802,2013.0,1,2,1896.0,105,6.75
4917,902,2017.0,1,0,1493.0,100,8.75
4918,261,2013.0,1,2,1499.0,110,5.2
4919,637,2017.0,1,0,1591.0,121.3,8.42
4920,1200,2014.0,1,0,998.0,58.16,3.0
4921,764,2016.0,1,0,1197.0,81.83,5.75
4922,23,2008.0,0,0,1968.0,140.8,9.75
4923,1375,2015.0,1,0,1198.0,67.04,3.5
4924,1297,2014.0,0,0,2143.0,203.2,30.0
4925,804,2017.0,0,0,2179.0,147.5,35.0
4926,517,2018.0,1,0,1591.0,121.3,13.25
4927,1533,2013.0,1,0,1598.0,103.5,3.65
4928,1135,2015.0,1,0,1248.0,74,5.25
4929,513,2016.0,1,0,1591.0,121.3,9.7
4930,571,2017.0,1,0,1120.0,70,5.21
4931,905,2016.0,1,0,1493.0,100,6.3
4932,571,2014.0,1,0,1120.0,70,4.72
4933,149,2011.0,0,2,2993.0,245,28.0
4934,1039,2018.0,0,0,1248.0,73.75,8.37
4935,1738,2012.0,1,0,2982.0,168.5,14.0
4936,32,2015.0,0,0,1968.0,174.33,36.0
4937,479,2015.0,1,0,1498.0,98.6,6.4
4938,64,2015.0,0,0,4134.0,335.2,51.69
4939,872,2014.0,1,0,2179.0,120,8.0
4940,175,2012.0,1,0,1991.0,147.9,9.8
4941,167,2012.0,1,0,936.0,57.6,2.7
4942,19,2014.0,0,0,1968.0,187.74,24.37
4943,1524,2018.0,0,0,1598.0,103.52,9.72
4944,1135,2014.0,1,0,1248.0,74,5.0
4945,1731,2009.0,1,2,2982.0,171,10.5
4946,1159,2012.0,1,2,1248.0,74,3.9
4947,424,2012.0,1,0,1497.0,118,5.65
4948,1297,2012.0,0,0,2143.0,203.2,29.95
4949,1155,2008.0,1,2,1248.0,75,3.0
4950,233,2017.0,1,0,1498.0,99,6.0
4951,704,2009.0,1,0,1197.0,78.9,2.11
4952,227,2010.0,1,0,796.0,46.3,1.49
4953,970,2011.0,1,0,796.0,46.3,1.5
4954,1719,2013.0,1,0,1364.0,81.8,4.67
4955,1168,2006.0,1,2,1197.0,81.8,2.85
4956,1318,2017.0,0,0,2143.0,170,33.64
4957,1570,2011.0,1,2,1396.0,52.8,0.91
4958,958,2014.0,1,2,796.0,47.3,2.42
4959,1544,2005.0,0,0,2771.0,193.1,3.25
4960,1831,2013.0,1,0,1198.0,73.9,2.8
4961,1042,2019.0,0,0,1197.0,81.8,8.3
4962,889,2010.0,1,3,2179.0,120,5.25
4963,1171,2010.0,1,0,1248.0,75,2.9
4964,82,2013.0,0,0,1995.0,184,15.0
4965,1622,2012.0,1,2,624.0,37.5,0.53
4966,1763,2014.0,1,0,2494.0,100,12.5
4967,393,2012.0,1,0,1198.0,86.8,2.75
4968,1651,2018.0,0,0,1199.0,83.83,5.0
4969,887,2014.0,1,0,2179.0,120,7.09
4970,97,2011.0,0,0,1995.0,218,19.99
4971,1688,2014.0,1,0,1364.0,87.2,10.75
4972,446,2016.0,0,0,1497.0,117.3,9.45
4973,650,2008.0,1,0,1582.0,126.2,2.9
4974,1136,2015.0,1,0,1248.0,74,4.7
4975,1035,2016.0,1,0,1373.0,91.1,7.11
4976,257,2014.0,1,0,1498.0,89.84,6.25
4977,960,2011.0,1,0,998.0,67.1,2.2
4978,372,2019.0,0,0,1199.0,88.76,8.86
4979,921,2015.0,1,0,2179.0,140,9.3
4980,902,2017.0,1,0,1493.0,100,7.57
4981,488,2017.0,1,0,1199.0,88.7,7.9
4982,1167,2018.0,1,0,1298.0,88.2,5.65
4983,1832,2013.0,1,0,1198.0,73.9,3.25
4984,516,2019.0,1,0,1582.0,126.2,16.27
4985,169,2011.0,1,0,1199.0,79.4,3.21
4986,378,2013.0,1,0,1498.0,98.6,3.9
4987,1267,2008.0,0,2,2496.0,157.7,6.5
4988,115,2016.0,0,0,2993.0,265,48.0
4989,3,2016.0,0,0,1968.0,143,18.9
4990,1135,2015.0,1,0,1248.0,74,3.6
4991,1135,2015.0,1,0,1248.0,74,5.5
4992,1759,2011.0,1,2,2494.0,102,7.0
4993,141,2016.0,0,0,1995.0,184,41.75
4994,97,2007.0,0,0,1995.0,218,10.5
4995,924,2014.0,1,0,2179.0,140,10.09
